#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Tue Oct 29 11:00:58 EDT 2019,6,6,Assignment4Suite,EmptyTest0+ SizeTest0+ , ,ContainsTest0- ContainsTest1- ContainsTest2- EmptyTest1- EmptyTest2- FindMinMaxTest0- FindMinMaxTest1- FindMinMaxTest2- HeightTest- InsertAfterRemoveTest0- InsertAfterRemoveTest1- InsertAfterRemoveTest2- InsertTest0- InsertTest1- InsertTest2- InsertTest3- InsertTest4- InsertTest5- RemoveTest0- RemoveTest1- RemoveTest2- RemoveTest3- RemoveTest4- RemoveTest5- RemoveTest6- RemoveTest7- SizeTest1- SizeTest2- SizeTest3- , ,
11,Tue Oct 29 11:21:44 EDT 2019,48,0,Assignment4Suite,ContainsTest2 EmptyTest0 EmptyTest1 EmptyTest2 FindMinMaxTest0 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 InsertTest5 RemoveTest1 RemoveTest2 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ContainsTest0 ContainsTest1 FindMinMaxTest1 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 RemoveTest0 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 , ,
12,Tue Oct 29 11:22:54 EDT 2019,48,0,Assignment4Suite,ContainsTest2 EmptyTest0 EmptyTest1 EmptyTest2 FindMinMaxTest0 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 InsertTest5 RemoveTest1 RemoveTest2 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ContainsTest0 ContainsTest1 FindMinMaxTest1 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 RemoveTest0 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 , ,
13,Tue Oct 29 11:30:24 EDT 2019,45,-3,Assignment4Suite,ContainsTest2 EmptyTest0 EmptyTest2 FindMinMaxTest0 FindMinMaxTest1+ HeightTest InsertAfterRemoveTest0 InsertTest0+ InsertTest5 RemoveTest7+ SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ContainsTest0 ContainsTest1 EmptyTest1- FindMinMaxTest2- InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest1 InsertTest2 InsertTest3 InsertTest4 RemoveTest0 RemoveTest1- RemoveTest2- RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 , ,
14,Tue Oct 29 11:35:24 EDT 2019,35,-10,Assignment4Suite,ContainsTest2 EmptyTest0 EmptyTest2 FindMinMaxTest0 FindMinMaxTest1 HeightTest InsertAfterRemoveTest0 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ContainsTest0 ContainsTest1 EmptyTest1 FindMinMaxTest2 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0- InsertTest1 InsertTest2 InsertTest3 InsertTest4 InsertTest5- RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7- , ,
15,Tue Oct 29 11:37:21 EDT 2019,48,13,Assignment4Suite,ContainsTest2 EmptyTest0 EmptyTest1+ EmptyTest2 FindMinMaxTest0 FindMinMaxTest2+ HeightTest InsertAfterRemoveTest0 InsertTest5+ RemoveTest1+ RemoveTest2+ SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ContainsTest0 ContainsTest1 FindMinMaxTest1- InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 RemoveTest0 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 , ,
16,Tue Oct 29 13:21:34 EDT 2019,48,0,Assignment4Suite,ContainsTest2 EmptyTest0 EmptyTest1 EmptyTest2 FindMinMaxTest0 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 InsertTest5 RemoveTest1 RemoveTest2 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ContainsTest0 ContainsTest1 FindMinMaxTest1 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 RemoveTest0 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 , ,
17,Tue Oct 29 13:22:56 EDT 2019,54,6,Assignment4Suite,ContainsTest2 EmptyTest0 EmptyTest1 EmptyTest2 FindMinMaxTest0 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 InsertTest5 RemoveTest0+ RemoveTest1 RemoveTest2 RemoveTest3+ SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ContainsTest0 ContainsTest1 FindMinMaxTest1 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 , ,
18,Tue Oct 29 13:25:08 EDT 2019,6,-48,Assignment4Suite,EmptyTest0 SizeTest0 , ,ContainsTest0 ContainsTest1 ContainsTest2- EmptyTest1- EmptyTest2- FindMinMaxTest0- FindMinMaxTest1 FindMinMaxTest2- HeightTest- InsertAfterRemoveTest0- InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 InsertTest5- RemoveTest0- RemoveTest1- RemoveTest2- RemoveTest3- RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest1- SizeTest2- SizeTest3- , ,
19,Tue Oct 29 13:26:00 EDT 2019,16,10,Assignment4Suite,EmptyTest0 FindMinMaxTest0+ InsertAfterRemoveTest0+ SizeTest0 SizeTest3+ , ,ContainsTest0 ContainsTest1 ContainsTest2 EmptyTest1 EmptyTest2 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 InsertTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest1 SizeTest2 , ,
20,Tue Oct 29 13:26:59 EDT 2019,54,38,Assignment4Suite,ContainsTest2+ EmptyTest0 EmptyTest1+ EmptyTest2+ FindMinMaxTest0 FindMinMaxTest2+ HeightTest+ InsertAfterRemoveTest0 InsertTest5+ RemoveTest0+ RemoveTest1+ RemoveTest2+ RemoveTest3+ SizeTest0 SizeTest1+ SizeTest2+ SizeTest3 , ,ContainsTest0 ContainsTest1 FindMinMaxTest1 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 , ,
21,Tue Oct 29 13:28:08 EDT 2019,54,0,Assignment4Suite,ContainsTest2 EmptyTest0 EmptyTest1 EmptyTest2 FindMinMaxTest0 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 InsertTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ContainsTest0 ContainsTest1 FindMinMaxTest1 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 , ,
22,Tue Oct 29 13:38:31 EDT 2019,54,0,Assignment4Suite,ContainsTest2 EmptyTest0 EmptyTest1 EmptyTest2 FindMinMaxTest0 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 InsertTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ContainsTest0 ContainsTest1 FindMinMaxTest1 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 , ,
23,Tue Oct 29 13:39:54 EDT 2019,54,0,Assignment4Suite,ContainsTest2 EmptyTest0 EmptyTest1 EmptyTest2 FindMinMaxTest0 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 InsertTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ContainsTest0 ContainsTest1 FindMinMaxTest1 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 , ,
24,Tue Oct 29 13:42:07 EDT 2019,54,0,Assignment4Suite,ContainsTest2 EmptyTest0 EmptyTest1 EmptyTest2 FindMinMaxTest0 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 InsertTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ContainsTest0 ContainsTest1 FindMinMaxTest1 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 , ,
25,Tue Oct 29 15:24:06 EDT 2019,54,0,Assignment4Suite,ContainsTest2 EmptyTest0 EmptyTest1 EmptyTest2 FindMinMaxTest0 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 InsertTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ContainsTest0 ContainsTest1 FindMinMaxTest1 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 , ,
26,Tue Oct 29 15:27:01 EDT 2019,54,0,Assignment4Suite,ContainsTest2 EmptyTest0 EmptyTest1 EmptyTest2 FindMinMaxTest0 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 InsertTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ContainsTest0 ContainsTest1 FindMinMaxTest1 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 , ,
27,Tue Oct 29 15:27:27 EDT 2019,54,0,Assignment4Suite,ContainsTest2 EmptyTest0 EmptyTest1 EmptyTest2 FindMinMaxTest0 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 InsertTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ContainsTest0 ContainsTest1 FindMinMaxTest1 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 , ,
28,Tue Oct 29 15:29:37 EDT 2019,100,46,Assignment4Suite,ContainsTest0+ ContainsTest1+ ContainsTest2 EmptyTest0 EmptyTest1 EmptyTest2 FindMinMaxTest0 FindMinMaxTest1+ FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 InsertAfterRemoveTest1+ InsertAfterRemoveTest2+ InsertTest0+ InsertTest1+ InsertTest2+ InsertTest3+ InsertTest4+ InsertTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4+ RemoveTest5+ RemoveTest6+ RemoveTest7+ SizeTest0 SizeTest1 SizeTest2 SizeTest3 , , , ,
29,Tue Oct 29 15:30:39 EDT 2019,100,0,Assignment4Suite,ContainsTest0 ContainsTest1 ContainsTest2 EmptyTest0 EmptyTest1 EmptyTest2 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 InsertTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , , , ,
30,Tue Oct 29 15:32:09 EDT 2019,100,0,Assignment4Suite,ContainsTest0 ContainsTest1 ContainsTest2 EmptyTest0 EmptyTest1 EmptyTest2 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 InsertTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , , , ,
31,Tue Oct 29 15:32:29 EDT 2019,100,0,Assignment4Suite,ContainsTest0 ContainsTest1 ContainsTest2 EmptyTest0 EmptyTest1 EmptyTest2 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 InsertTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , , , ,
32,Tue Oct 29 15:32:46 EDT 2019,100,0,Assignment4Suite,ContainsTest0 ContainsTest1 ContainsTest2 EmptyTest0 EmptyTest1 EmptyTest2 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 InsertTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , , , ,
33,Tue Oct 29 15:33:19 EDT 2019,100,0,Assignment4Suite,ContainsTest0 ContainsTest1 ContainsTest2 EmptyTest0 EmptyTest1 EmptyTest2 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsertTest4 InsertTest5 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , , , ,
